user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,time_on_site_hours,age_group,engagement_score,engagement_level,funnel_stage,customer_stage,customer_recommendation,predicted_buyer,buyer_label
2548,35,Male,Mobile,2.15,14,13,4,0,1,0,2.29,43.83,1,0.04,Adults,0.458,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2549,36,Female,Desktop,8.9,13,14,7,0,1,0,9.38,13.12,1,0.15,Mid-Age Users,0.653,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
2550,48,Male,Desktop,12.62,11,7,9,1,0,0,7.72,64.61,1,0.21,Senior Users,0.758,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
2551,36,Female,Mobile,14.87,13,5,6,0,0,1,19.19,73.79,1,0.25,Mid-Age Users,0.638,Medium,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
2552,36,Female,Mobile,16.77,15,7,1,1,1,0,17.98,94.72,1,0.28,Mid-Age Users,0.404,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2553,39,Male,Mobile,8.97,16,9,3,0,1,1,4.97,25.26,1,0.15,Mid-Age Users,0.479,Medium,Highly Interested User,Interested Users,Recommend Popular Products,1,Buyer
2554,41,Male,Tablet,16.17,13,11,5,0,1,0,21.84,36.63,1,0.27,Mid-Age Users,0.591,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2555,29,Male,Desktop,15.76,8,1,6,1,0,0,19.38,38.67,1,0.26,Adults,0.565,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2556,47,Male,Mobile,10.17,18,14,6,0,1,0,8.02,9.7,1,0.17,Senior Users,0.685,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2557,55,Female,Desktop,25.08,19,7,2,0,1,1,19.71,80.79,1,0.42,Senior Users,0.578,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2558,48,Female,Mobile,16.82,15,10,7,0,1,1,16.9,8.27,1,0.28,Senior Users,0.738,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2559,53,Male,Mobile,10.64,10,4,6,0,1,1,5.4,33.85,1,0.18,Senior Users,0.562,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2560,36,Male,Desktop,28.47,4,9,3,0,1,1,37.28,19.04,1,0.47,Mid-Age Users,0.42,Medium,Visitor,Casual Visitors,Recommend Popular Products,1,Buyer
2561,53,Female,Mobile,25.51,6,13,9,0,1,1,36.79,66.44,1,0.43,Senior Users,0.765,High,Product Explorer,Highly Engaged Users,Recommend Premium Products,1,Buyer
2562,47,Male,Desktop,29.5,8,14,3,1,0,1,27.92,90.56,1,0.49,Senior Users,0.49,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2563,50,Male,Desktop,21.07,7,13,3,0,1,1,21.84,74.65,1,0.35,Senior Users,0.418,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2564,35,Male,Desktop,11.97,9,11,4,1,1,1,15.68,77.45,1,0.2,Adults,0.444,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2565,45,Male,Mobile,9.14,18,3,1,0,1,1,7.11,7.85,1,0.15,Mid-Age Users,0.401,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
2566,28,Female,Desktop,20.24,18,2,8,0,0,1,20.07,73.9,1,0.34,Adults,0.864,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
2567,50,Female,Tablet,29.44,19,11,5,1,1,1,17.99,6.25,1,0.49,Senior Users,0.774,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2568,34,Male,Mobile,19.17,4,8,7,1,0,0,23.04,48.42,1,0.32,Adults,0.58,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2569,23,Female,Mobile,26.57,1,0,0,0,0,0,34.35,69.19,1,0.44,Young Adults,0.193,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2570,21,Male,Mobile,10.54,5,6,5,1,0,1,5.98,25.47,1,0.18,Young Adults,0.427,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2571,37,Male,Desktop,12.8,7,6,5,0,1,0,17.69,68.26,1,0.21,Mid-Age Users,0.474,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2572,44,Male,Desktop,27.28,11,5,7,0,1,1,23.86,88.05,1,0.45,Mid-Age Users,0.744,High,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
2573,32,Female,Mobile,22.95,11,8,0,0,0,0,32.64,87.8,1,0.38,Adults,0.327,Low,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2574,23,Female,Desktop,29.46,10,0,4,1,1,0,41.25,19.21,1,0.49,Young Adults,0.577,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2575,31,Female,Mobile,23.47,7,13,2,1,1,1,30.3,27.45,1,0.39,Adults,0.378,Medium,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2576,28,Female,Desktop,14.01,16,0,5,1,1,0,18.64,49.88,1,0.23,Adults,0.624,Medium,Highly Interested User,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2577,56,Female,Mobile,16.4,1,6,8,1,0,0,12.95,84.13,1,0.27,Senior Users,0.57,Medium,Visitor,Low Retention Users,Send Personalized Offers,1,Buyer
2578,26,Male,Mobile,27.11,1,8,9,0,0,1,23.51,45.52,1,0.45,Adults,0.697,High,Visitor,Highly Engaged Users,Recommend Premium Products,1,Buyer
2579,43,Male,Mobile,17.0,12,14,2,1,1,0,12.58,92.22,1,0.28,Mid-Age Users,0.414,Medium,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2580,33,Female,Mobile,8.41,16,5,8,1,1,1,7.19,57.46,1,0.14,Adults,0.753,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2581,22,Female,Desktop,13.63,5,9,8,1,1,1,14.47,26.19,1,0.23,Young Adults,0.614,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2582,27,Female,Mobile,15.97,14,1,0,0,0,0,21.78,2.0,1,0.27,Adults,0.328,Low,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
2583,20,Male,Mobile,15.73,18,12,1,0,1,1,3.98,80.74,1,0.26,Young Adults,0.445,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2585,47,Male,Mobile,4.17,2,8,6,1,0,1,2.65,7.84,1,0.07,Senior Users,0.393,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2586,23,Male,Desktop,12.74,12,9,1,0,0,0,18.34,77.71,1,0.21,Young Adults,0.33,Low,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2587,34,Female,Desktop,24.33,10,14,6,0,1,0,26.35,3.16,1,0.41,Adults,0.653,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
2588,36,Male,Mobile,14.56,2,7,4,0,0,0,18.58,84.28,1,0.24,Mid-Age Users,0.351,Low,Visitor,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2589,59,Male,Mobile,25.42,15,8,9,1,0,0,38.09,59.87,1,0.42,Senior Users,0.906,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2590,52,Female,Mobile,10.91,4,0,6,1,1,0,14.83,63.65,1,0.18,Senior Users,0.469,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2591,43,Male,Tablet,28.77,19,2,8,0,0,1,28.9,93.81,1,0.48,Mid-Age Users,0.936,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
2592,22,Female,Tablet,7.07,4,2,8,0,1,1,9.67,86.67,1,0.12,Young Adults,0.555,Medium,Visitor,Low Retention Users,Send Personalized Offers,1,Buyer
2593,46,Male,Desktop,2.11,9,13,2,0,0,0,2.45,7.6,1,0.04,Senior Users,0.267,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2594,54,Female,Tablet,15.73,13,8,2,0,1,0,32.35,85.3,1,0.26,Senior Users,0.421,Medium,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2595,37,Female,Desktop,22.81,10,2,6,0,1,1,25.94,66.71,1,0.38,Mid-Age Users,0.643,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2596,38,Male,Desktop,7.73,14,14,4,1,0,0,6.09,31.68,1,0.13,Mid-Age Users,0.495,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2597,27,Female,Mobile,29.56,3,13,4,0,0,1,24.67,85.34,1,0.49,Adults,0.467,Medium,Visitor,Low Retention Users,Send Personalized Offers,1,Buyer
2598,22,Male,Mobile,15.57,3,9,4,0,0,0,16.48,2.33,1,0.26,Young Adults,0.373,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2599,53,Male,Mobile,28.58,16,0,8,0,1,0,39.27,83.75,0,0.48,Senior Users,0.888,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
2600,23,Female,Mobile,15.65,9,2,3,1,1,1,14.91,49.88,1,0.26,Young Adults,0.413,Medium,Product Explorer,Casual Visitors,Recommend Popular Products,1,Buyer
2601,43,Male,Desktop,14.68,14,1,5,1,0,0,15.28,26.12,1,0.24,Mid-Age Users,0.597,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2602,21,Female,Mobile,14.03,16,8,5,0,0,1,12.19,0.6,1,0.23,Young Adults,0.624,Medium,Highly Interested User,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2603,56,Male,Mobile,10.71,9,13,6,1,1,1,5.55,52.13,1,0.18,Senior Users,0.547,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2604,56,Not Specified,Mobile,16.48,5,0,1,1,0,1,18.85,42.23,1,0.27,Senior Users,0.244,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2605,52,Female,Mobile,14.12,13,10,5,1,1,1,15.05,86.25,1,0.24,Senior Users,0.577,Medium,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
2606,18,Male,Mobile,2.07,15,1,8,0,1,1,3.06,78.79,1,0.03,Young Adults,0.695,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
2607,41,Male,Tablet,8.55,4,0,2,0,1,1,8.62,58.97,1,0.14,Mid-Age Users,0.231,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2608,53,Male,Desktop,7.18,14,8,1,0,1,0,7.43,15.08,1,0.12,Senior Users,0.324,Low,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
2609,23,Male,Desktop,26.16,7,6,7,0,1,1,20.46,72.61,1,0.44,Young Adults,0.674,High,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2610,58,Male,Mobile,18.37,4,13,0,0,0,1,11.01,59.36,1,0.31,Senior Users,0.186,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2611,48,Male,Mobile,23.15,17,12,7,1,1,0,27.96,2.25,1,0.39,Senior Users,0.812,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2612,37,Male,Mobile,28.75,9,0,4,1,1,1,37.62,76.18,1,0.48,Mid-Age Users,0.556,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2613,41,Male,Desktop,19.68,4,12,8,1,0,0,26.96,83.17,1,0.33,Mid-Age Users,0.639,Medium,Visitor,Low Retention Users,Send Personalized Offers,1,Buyer
2615,53,Male,Mobile,10.04,19,9,3,1,0,1,12.08,17.63,1,0.17,Senior Users,0.534,Medium,Highly Interested User,Interested Users,Recommend Popular Products,1,Buyer
2616,38,Male,Desktop,15.73,9,11,0,0,1,1,4.88,50.25,1,0.26,Mid-Age Users,0.247,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2617,47,Female,Mobile,12.7,8,5,4,0,0,1,9.56,52.73,1,0.21,Senior Users,0.433,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2618,41,Female,Mobile,14.65,7,4,6,1,0,0,21.91,93.44,1,0.24,Mid-Age Users,0.542,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2619,59,Female,Mobile,26.97,7,9,8,1,0,0,36.39,92.56,1,0.45,Senior Users,0.735,High,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2620,47,Male,Mobile,17.24,4,13,9,0,1,0,13.04,6.23,1,0.29,Senior Users,0.678,High,Visitor,Highly Engaged Users,Recommend Premium Products,1,Buyer
2621,39,Not Specified,Mobile,9.47,19,14,8,1,0,0,8.84,99.92,1,0.16,Mid-Age Users,0.808,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
2622,45,Female,Mobile,22.54,12,10,8,1,1,0,24.0,78.67,1,0.38,Mid-Age Users,0.784,High,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
2623,24,Male,Desktop,15.67,6,4,5,1,1,0,8.04,37.55,1,0.26,Young Adults,0.477,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2624,52,Male,Desktop,5.7,12,3,1,0,0,0,8.32,74.33,1,0.1,Senior Users,0.283,Low,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2625,45,Female,Mobile,17.73,4,2,4,0,0,0,10.79,49.88,1,0.3,Mid-Age Users,0.404,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2626,31,Female,Desktop,27.43,2,13,2,1,1,0,36.13,93.63,1,0.46,Adults,0.326,Low,Visitor,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2627,27,Male,Mobile,25.44,15,12,5,1,0,1,37.55,37.81,1,0.42,Adults,0.684,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2628,33,Male,Mobile,18.02,6,7,4,0,0,0,21.7,76.61,1,0.3,Adults,0.437,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2629,33,Male,Mobile,11.94,18,6,9,0,1,1,17.51,15.53,1,0.2,Adults,0.864,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2630,48,Male,Desktop,3.52,5,4,0,0,0,0,1.83,85.23,0,0.06,Senior Users,0.102,Low,Product Explorer,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2631,59,Male,Mobile,14.62,4,11,9,0,0,1,12.49,62.04,1,0.24,Senior Users,0.661,High,Visitor,Highly Engaged Users,Recommend Premium Products,1,Buyer
2632,42,Female,Desktop,22.81,11,8,9,1,0,0,22.27,80.76,1,0.38,Mid-Age Users,0.826,High,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
2633,30,Male,Desktop,11.45,11,11,1,0,0,1,14.69,41.8,1,0.19,Adults,0.306,Low,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
2634,23,Male,Mobile,7.83,9,6,4,0,1,0,9.04,34.63,1,0.13,Young Adults,0.417,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2635,26,Male,Desktop,28.01,3,9,5,1,0,0,34.62,53.26,1,0.47,Adults,0.512,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2636,53,Male,Tablet,24.83,11,1,0,1,1,0,16.01,38.82,1,0.41,Senior Users,0.339,Low,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
2637,37,Male,Mobile,19.51,2,14,6,1,1,1,26.24,51.41,1,0.33,Mid-Age Users,0.495,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2638,35,Female,Mobile,4.97,9,6,2,0,1,0,6.57,43.06,1,0.08,Adults,0.286,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2639,38,Male,Desktop,5.2,10,6,0,0,0,0,6.6,19.66,1,0.09,Mid-Age Users,0.193,Low,Active Browser,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2640,21,Female,Desktop,3.99,11,3,6,1,1,1,5.26,97.66,1,0.07,Young Adults,0.534,Medium,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
2641,50,Male,Mobile,18.87,3,11,6,0,1,1,13.47,1.61,1,0.31,Senior Users,0.507,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2642,44,Female,Mobile,4.35,17,11,9,0,0,0,2.79,92.56,1,0.07,Mid-Age Users,0.797,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
2643,24,Female,Mobile,25.44,11,7,2,0,1,1,35.49,82.74,1,0.42,Young Adults,0.454,Medium,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2644,23,Male,Mobile,29.8,17,3,5,1,0,1,43.42,42.09,1,0.5,Young Adults,0.745,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2645,32,Male,Mobile,11.62,19,6,3,1,0,1,10.74,32.21,1,0.19,Adults,0.544,Medium,Highly Interested User,Interested Users,Recommend Popular Products,1,Buyer
2646,35,Male,Tablet,14.16,4,3,3,0,1,1,13.41,16.47,1,0.24,Adults,0.324,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2647,49,Male,Desktop,21.64,2,12,8,0,0,1,26.85,13.31,1,0.36,Senior Users,0.62,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2648,28,Male,Mobile,28.18,14,7,6,0,1,1,28.04,55.09,1,0.47,Adults,0.742,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
2649,37,Female,Desktop,26.93,15,13,5,0,0,1,21.91,10.54,1,0.45,Mid-Age Users,0.694,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2650,41,Male,Desktop,2.67,3,13,8,0,1,1,1.84,47.65,1,0.04,Mid-Age Users,0.51,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2652,24,Female,Mobile,22.88,13,1,3,1,0,0,24.89,75.7,1,0.38,Young Adults,0.524,Medium,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
2653,38,Male,Mobile,20.98,18,9,8,0,1,1,13.47,13.25,1,0.35,Mid-Age Users,0.869,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2654,59,Female,Desktop,4.86,7,5,3,1,1,1,6.6,96.11,1,0.08,Senior Users,0.31,Low,Product Explorer,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2655,43,Male,Mobile,15.56,16,6,6,0,0,1,23.07,28.62,1,0.26,Mid-Age Users,0.69,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2656,31,Female,Tablet,23.64,16,6,8,0,0,1,22.64,70.57,1,0.39,Adults,0.855,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
2657,54,Male,Mobile,7.34,6,5,3,0,0,0,4.52,30.05,1,0.12,Senior Users,0.31,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2658,38,Female,Mobile,26.27,6,10,0,1,1,0,28.45,61.74,1,0.44,Mid-Age Users,0.27,Low,Product Explorer,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2659,35,Female,Mobile,2.54,4,7,6,1,0,0,2.73,57.25,1,0.04,Adults,0.413,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2660,22,Male,Mobile,23.68,3,11,3,1,1,1,15.0,17.83,1,0.39,Young Adults,0.372,Medium,Visitor,Casual Visitors,Recommend Popular Products,1,Buyer
2661,20,Male,Desktop,18.86,1,5,2,1,0,0,21.63,65.26,1,0.31,Young Adults,0.253,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2662,40,Male,Tablet,10.14,3,14,5,1,1,0,8.27,32.6,1,0.17,Mid-Age Users,0.393,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2663,43,Female,Mobile,21.91,19,5,2,1,0,0,29.48,61.12,1,0.37,Mid-Age Users,0.557,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
2664,54,Female,Tablet,23.69,9,2,6,0,1,1,25.77,54.14,1,0.39,Senior Users,0.633,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2665,41,Female,Desktop,28.08,14,11,0,0,0,1,26.2,84.27,1,0.47,Mid-Age Users,0.408,Medium,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2666,36,Male,Mobile,11.67,19,1,6,0,0,1,17.08,21.36,1,0.19,Mid-Age Users,0.711,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2667,42,Male,Desktop,20.89,19,14,2,0,0,0,20.71,15.14,1,0.35,Mid-Age Users,0.55,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
2668,38,Female,Mobile,18.48,13,6,8,1,0,1,25.64,85.49,1,0.31,Mid-Age Users,0.773,High,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
2669,29,Male,Mobile,16.23,16,5,5,1,0,1,12.4,44.45,1,0.27,Adults,0.639,Medium,Highly Interested User,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2670,58,Female,Mobile,26.82,8,0,6,0,0,0,25.26,78.18,1,0.45,Senior Users,0.638,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2671,50,Male,Desktop,1.09,16,1,8,1,1,0,0.64,95.96,1,0.02,Senior Users,0.704,High,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
2672,21,Male,Mobile,9.18,9,1,5,1,0,1,8.47,54.43,1,0.15,Young Adults,0.481,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2673,59,Not Specified,Desktop,16.61,9,0,9,1,0,0,23.16,30.07,1,0.28,Senior Users,0.753,High,Product Explorer,Highly Engaged Users,Recommend Premium Products,1,Buyer
2674,24,Male,Desktop,6.17,3,2,1,1,0,1,8.2,79.42,1,0.1,Young Adults,0.144,Low,Visitor,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2675,39,Male,Mobile,27.33,7,4,5,1,0,1,40.33,93.09,1,0.46,Mid-Age Users,0.571,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2676,50,Male,Mobile,19.78,18,3,5,1,1,1,24.72,24.51,1,0.33,Senior Users,0.694,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2677,34,Male,Mobile,14.86,2,11,1,0,0,1,11.46,68.83,1,0.25,Adults,0.186,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2678,41,Male,Mobile,24.63,1,1,6,1,1,1,14.3,78.06,1,0.41,Mid-Age Users,0.513,Medium,Visitor,Low Retention Users,Send Personalized Offers,1,Buyer
2679,51,Female,Mobile,14.08,12,7,8,1,1,0,9.57,2.66,1,0.23,Senior Users,0.728,High,Active Browser,Highly Engaged Users,Recommend Premium Products,1,Buyer
2680,45,Male,Mobile,17.2,16,8,9,0,0,0,19.98,59.23,1,0.29,Mid-Age Users,0.867,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2681,58,Female,Mobile,1.08,12,7,3,0,1,0,0.95,63.32,1,0.02,Senior Users,0.363,Low,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
2682,56,Male,Mobile,11.61,10,6,4,0,1,0,10.61,63.65,1,0.19,Senior Users,0.458,Medium,Active Browser,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2683,39,Male,Mobile,5.02,9,9,5,0,0,0,6.83,8.41,1,0.08,Mid-Age Users,0.453,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2684,34,Female,Mobile,21.0,18,1,0,0,0,1,25.76,2.17,1,0.35,Adults,0.424,Medium,Highly Interested User,Interested Users,Recommend Popular Products,0,Non-Buyer
2685,51,Female,Desktop,14.89,4,14,7,0,1,1,14.3,29.37,1,0.25,Senior Users,0.551,Medium,Visitor,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2686,23,Male,Tablet,9.75,8,14,8,0,1,1,6.54,35.78,1,0.16,Young Adults,0.636,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2687,23,Male,Mobile,14.57,4,5,0,0,1,0,19.26,14.46,1,0.24,Young Adults,0.16,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
2688,51,Female,Mobile,7.08,16,10,3,0,1,0,10.29,50.96,1,0.12,Senior Users,0.466,Medium,Highly Interested User,Interested Users,Recommend Popular Products,1,Buyer
2689,18,Female,Mobile,27.83,8,3,5,1,1,0,19.07,22.75,1,0.46,Young Adults,0.59,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2690,27,Female,Mobile,2.57,7,4,9,1,0,0,3.73,33.75,1,0.04,Adults,0.628,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2691,38,Female,Mobile,26.1,13,8,0,0,0,1,24.27,29.28,1,0.44,Mid-Age Users,0.379,Medium,Active Browser,Interested Users,Recommend Popular Products,0,Non-Buyer
2692,38,Male,Desktop,15.83,8,12,2,0,0,1,22.25,77.2,1,0.26,Mid-Age Users,0.343,Low,Product Explorer,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2693,19,Male,Tablet,18.95,7,8,6,0,1,0,23.7,87.71,1,0.32,Young Adults,0.57,Medium,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2694,39,Male,Mobile,9.78,5,3,7,1,1,0,13.74,29.85,1,0.16,Mid-Age Users,0.533,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2695,19,Male,Desktop,29.03,18,7,7,0,1,1,33.24,37.66,1,0.48,Young Adults,0.867,High,Highly Interested User,Highly Engaged Users,Recommend Premium Products,1,Buyer
2696,27,Male,Mobile,9.17,19,10,4,1,1,0,6.02,81.53,1,0.15,Adults,0.583,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,1,Buyer
2697,51,Female,Mobile,18.08,10,4,0,1,0,1,10.13,75.91,1,0.3,Senior Users,0.278,Low,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2698,33,Female,Mobile,29.81,11,8,0,1,0,0,33.6,70.88,1,0.5,Adults,0.372,Medium,Active Browser,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2699,56,Female,Mobile,26.55,8,1,7,1,1,0,14.82,70.79,1,0.44,Senior Users,0.692,High,Product Explorer,Low Retention Users,Send Personalized Offers,1,Buyer
2700,39,Male,Mobile,16.55,6,14,4,0,0,0,12.18,29.72,1,0.28,Mid-Age Users,0.427,Medium,Product Explorer,High Intent Users,Offer Fast Checkout Discount,1,Buyer
2701,29,Female,Mobile,29.72,11,3,8,0,0,0,20.99,93.65,0,0.5,Adults,0.816,High,Active Browser,Low Retention Users,Send Personalized Offers,1,Buyer
2702,41,Male,Mobile,21.34,16,2,0,0,1,0,19.78,80.92,1,0.36,Mid-Age Users,0.395,Medium,Highly Interested User,Low Retention Users,Send Personalized Offers,0,Non-Buyer
2703,38,Male,Mobile,7.05,4,6,1,0,1,0,7.74,21.19,1,0.12,Mid-Age Users,0.166,Low,Visitor,Casual Visitors,Recommend Popular Products,0,Non-Buyer
